Ticker,Market Cap,PE Ratio,Forward P/E,P/S Ratio,P/B Ratio,Dividend Yield (%),Current Ratio,Debt/Equity,Revenue Growth 4Y (%),EPS Growth 4Y (%),Forward EPS Growth (%),EPS,PEG Ratio,ROE (%),ROA (%),ROIC (%),Profit Margin (%),Gross Margin (%),Free Cash Flow Yield (%),EV/EBITDA,Recent 52-Week High,Sector
ESI,6201256960.0,32.0125,15.615854,2.627206,2.6132653,1.25,3.498,0.80726,5.920038379,13.04951574,215.5,0.8,1.41,8.241,3.873190354,4.549441553,8.2399994,41.280997,3.318932085,16.052,False,Basic Materials
CMC,6125623808.0,11.074844,11.121086,0.75262135,1.4397297,1.35,4.235,0.28186,12.58730165,32.94042089,-48.5,4.81,-1.32,13.66,8.551464123,10.52346386,6.9510005,17.947,8.261716472,6.255,False,Basic Materials
CBT,6045420032.0,13.1587105,14.101023,1.5273926,4.490735,1.56,2.219,0.7734,10.73868579,N/A,35.7,8.38,1.03,37.944,13.69312473,18.5206756,12.052,24.179001,5.576190473,9.305,True,Basic Materials
CLF,5508831232.0,130.77777,13.22472,0.26222542,0.7748009,N/A,1.866,0.47938,42.36929552,N/A,-99.4,0.09,2.81,1.194,0.249780023,0.400145507,0.209,5.212,15.37819712,5.596,False,Basic Materials
BCC,5339001344.0,12.008734,13.336566,0.7713328,2.329048,0.61000003,3.28,0.23414,5.716638648,28.67671195,-22.6,11.45,-2.49,20.441,12.78669545,16.37067103,6.603,20.536,6.950054882,6.78,False,Basic Materials
NEU,5181970432.0,12.593145,20.918667,1.9069141,4.1947484,1.85,2.658,1.0083,7.628689986,13.18597359,12.2,42.89,N/A,38.627,14.90184846,19.08789493,15.125,29.942,7.593377611,9.686,False,Basic Materials
OLN,5181749760.0,19.25764,11.791444,0.7892632,2.4257424,1.8099999,1.43,1.49311,4.372224572,N/A,-45.1,2.29,3.7,11.7819995,3.584169704,5.238155413,4.262,13.579,7.191861568,7.798,False,Basic Materials
KNF,5138168832.0,26.005732,21.456264,1.7879622,3.956408,N/A,2.51,0.56006,6.769071834,5.52864794,37.0,3.49,1.09,16.516,7.422641543,9.96555396,6.878,19.646,2.668551835,12.76,True,Basic Materials
ICL,4939848192.0,11.515151,8.837209,0.70178264,0.8529742,5.14,1.621,0.40558,10.56380604,165.9147948,-29.5,0.33,5.04,8.104999,3.756198166,5.16658619,6.08,32.263002,9.538918789,5.76,False,Basic Materials
FUL,4438058496.0,27.876713,16.511158,1.2568707,2.476799,1.09,1.887,1.19116,5.911750932,2.916160616,24.7,2.92,1.37,9.493,3.457466413,4.491179592,4.6690002,30.38,4.21505634,11.054,False,Basic Materials
AVNT,4392140800.0,38.174603,16.14094,1.393711,1.8951931,2.14,0.974,0.89045,-0.774662545,-13.16769911,50.0,1.26,1.22,4.9569998,1.951570287,2.650390348,3.703,32.722,2.669248765,11.016,True,Basic Materials
SSL,4593808384.0,N/A,2.337884,0.01669802,0.030436868,9.21,2.325,0.91676,8.040735411,N/A,N/A,-3.98,-3.23,-25.359,N/A,0.0,-16.092,44.24,N/A,1.665,False,Basic Materials
ASH,4264001536.0,25.532164,16.17037,2.0227711,1.4371297,1.86,2.985,0.48736,2.102872973,N/A,-88.3,3.42,1.09,5.625,2.513586957,3.275242047,7.068,30.028,5.629826452,15.575,False,Basic Materials
HL,4203513088.0,N/A,22.566666,5.4044943,2.114964,0.81,1.287,0.30302,1.009158689,-46.97778402,N/A,-0.07,-2.0,-2.1760002,-1.46920516,-1.658792617,-5.559,37.37,-2.282253207,20.972,True,Basic Materials
SMG,4197942784.0,N/A,19.701332,1.1951438,N/A,3.57,1.801,N/A,-3.713084807,N/A,196.1,-4.72,4.6,N/A,-6.528443924,-10.18110429,-7.382,26.01,14.89549084,15.558,False,Basic Materials
HUN,3896050176.0,N/A,18.92437,0.65446836,1.244818,4.44,1.304,0.70174,0.384122058,-40.95603648,20.6,-0.48,1.15,-0.75199995,-1.156691325,-1.576390798,-1.4450001,13.892001,1.355314423,20.83,False,Basic Materials
SLVM,3574493440.0,15.764918,11.119898,0.9663405,4.3064613,2.0599999,1.682,1.19639,11.76165432,11.66139071,73.7,5.53,4.94,27.541,8.451215089,12.79341112,6.2989995,23.871,6.512159272,8.13,True,Basic Materials
EGO,3591507968.0,19.93182,11.851352,3.2449446,0.9753657,N/A,3.623,0.20849,-0.406342671,-7.25986475,5566.7,0.88,0.07,4.9889997,3.46236916,4.106963061,15.677,53.376997,-0.871400308,7.267,False,Basic Materials
BVN,3472002304.0,34.175,11.784483,3.5106192,1.1128297,0.53,1.398,0.21045,5.04797545,N/A,N/A,0.4,0.61,3.516,2.078113169,3.095230655,9.538999,46.800998,-0.545542447,14.664,False,Basic Materials
OR,3437787136.0,N/A,31.827585,13.597228,2.0662637,1.0199999,4.922,0.07,3.728775065,N/A,N/A,-0.37,N/A,-5.4640003,-4.56522048,-4.951972867,-36.86,95.094,3.412013759,16.65,True,Basic Materials
TFPM,3401627392.0,N/A,24.779411,15.303827,1.9959725,1.3099999,5.799,0.01289,16.02385424,-15.80338881,N/A,-0.46,N/A,-5.099,-4.9295148,-4.909788435,-40.625,86.711,4.793184914,67.575,False,Basic Materials
SXT,3284894464.0,37.449276,22.534882,2.1879954,3.0894308,2.12,4.159,0.62552,2.258108986,-3.78045418,-9.8,2.07,6.89,8.294,4.334584897,5.086648332,5.834,31.375,2.843563232,16.353,False,Basic Materials
TGLS,3226316544.0,22.003206,16.622276,3.9459515,5.6127872,0.64,2.426,0.27579,21.96176145,64.9545679,-32.2,3.12,20.88,27.996,16.01957755,20.59726605,17.974001,41.307998,2.872236761,14.043,True,Basic Materials
IAG,3149202688.0,22.833334,7.942029,2.5268416,1.1817986,N/A,1.338,0.35166,-5.575190418,20.53905237,-15.8,0.24,0.29,5.865,2.947589529,4.0497514,10.3590004,24.937999,-13.89510437,12.082,True,Basic Materials
HBM,3084653824.0,28.962963,9.421687,1.5171766,1.2398921,0.19,1.865,0.49368,11.5260682,N/A,N/A,0.27,0.31,3.2899998,1.527755653,2.298106027,4.014,47.966,9.087665825,4.522,False,Basic Materials
KWR,2967872512.0,24.08285,17.331589,1.5694335,2.1308417,1.17,2.625,0.55201,8.342446123,29.49132342,19.0,6.88,1.97,9.084,4.539369179,5.703449384,6.5560006,37.64,5.735272671,11.639,False,Basic Materials
SBSW,2929637632.0,N/A,14.275862,0.025770009,0.26998827,7.6799996,1.698,0.79466,-2.806035424,324.7542649,N/A,-4.24,N/A,-52.492,N/A,0.0,-33.225,12.241,N/A,1.814,False,Basic Materials
HCC,2881796352.0,6.8180695,7.2486844,1.7066925,1.4068645,0.58,6.366,0.08344,20.9775764,N/A,-14.5,8.08,-0.28,22.749001,17.56351852,20.24011385,24.99,39.044,5.853852021,3.86,False,Basic Materials
CC,2791348992.0,24.605265,7.220078,0.4867217,3.8604462,5.35,1.886,5.84276,4.944105144,N/A,N/A,0.76,2.01,14.852999,1.556107049,2.32104447,1.988,19.547,-10.7698471,8.022,False,Basic Materials
CDE,2782751488.0,N/A,18.837837,3.1205196,2.6973681,N/A,1.199,0.61646,1.118791808,N/A,N/A,-0.19,-1.81,-7.355,-3.611287357,-4.621997517,-8.332,22.512,-7.062070002,26.718,True,Basic Materials
AMR,2755096576.0,6.2109737,6.8082986,0.817572,1.6762886,0.94,3.551,0.00521,25.12570735,N/A,-63.1,34.08,N/A,28.392,18.79011723,28.45855825,13.524,24.459,18.52808416,3.33,False,Basic Materials
BAK,2793638912.0,N/A,-62.363636,0.039703805,64.11215,N/A,1.311,N/A,4.781311787,9.083663818,N/A,-4.17,0.05,-332.522,-9.806019344,-13.95951679,-12.895,5.939,-6.27723076,15.43,False,Basic Materials
SID,2924500736.0,N/A,9.043478,0.06688413,0.19633755,13.91,1.287,3.14259,10.87737088,N/A,N/A,-0.1,30.68,1.293,-0.160699638,-0.22417588,-1.587,24.91,5.954411443,4.679,False,Basic Materials
ALTM,2699253760.0,7.382353,10.913043,2.9698029,0.43082732,N/A,2.262,0.09704,32.28334993,N/A,-61.1,0.34,N/A,5.479,3.70719087,5.071684588,24.909,37.584,-18.59846524,12.217,False,Basic Materials
CSTM,2372434432.0,13.516665,6.6475406,0.34588635,2.4919343,N/A,1.329,1.94758,10.34380687,N/A,128.6,1.2,-2.78,18.325001,3.256472492,5.78668344,2.347,10.0159995,4.809298326,6.838,False,Basic Materials
ARCH,2322110464.0,9.248017,6.0906935,0.8376844,1.599217,3.23,2.538,0.0984,20.99931931,N/A,-80.0,13.87,N/A,18.035999,10.812493,16.36788956,9.356,19.735001,14.0662489,4.527,False,Basic Materials
MTX,2349923584.0,27.35955,10.602323,1.0940053,1.413397,0.55,2.455,0.58404,8.002391753,-5.805408607,-25.5,2.67,2.15,5.424,2.573213704,3.274981628,4.046,23.659,5.755230332,8.19,False,Basic Materials
MP,2297169920.0,N/A,92.6,13.227745,2.0706618,N/A,6.899,0.85484,17.20438077,N/A,N/A,-0.38,-1.03,-3.08,-1.637424789,-1.847014272,-21.94,29.259002,-10.52892448,-48.92,False,Basic Materials
MTRN,2242128384.0,28.818666,14.968144,1.3711109,2.4718099,0.5,3.249,0.61285,9.078367247,57.19042822,-20.9,3.75,1.62,8.947,4.431738287,5.526121216,4.7989998,19.613001,-0.907960063,14.668,False,Basic Materials
ERO,2167892992.0,N/A,233.33333,4.877391,3.3102145,N/A,0.684,0.8263,7.168519899,13.33681034,N/A,-0.19,N/A,-3.083,-1.659854543,-1.831821717,-4.795,34.152,-10.94504744,16.941,False,Basic Materials
TROX,2002425600.0,N/A,9.533834,0.6806341,1.0549963,3.94,2.984,1.51735,0.823704302,N/A,N/A,-0.4,25.7,2.39,-1.036951691,-1.293435303,1.801,15.296,-0.147759774,10.916,False,Basic Materials
AG,1867882112.0,N/A,21.344828,3.6458077,1.34186,0.3,3.054,0.18607,11.97151291,N/A,N/A,-0.26,-1.62,-5.725,-3.935594456,-4.894860775,-15.367,26.266,-2.478192575,-73.213,False,Basic Materials
SAND,1846779520.0,62.1,38.8125,10.862961,1.2894518,0.93,1.987,0.26627,17.8822521,18.9207115,336.5,0.1,N/A,2.151,1.559114509,1.616073402,17.546,84.247,5.486836062,17.323,True,Basic Materials
WS,1815594880.0,11.585209,10.473837,0.52923536,1.8039353,1.78,1.62,0.20036,12.68861156,-2.102519464,-22.7,3.11,N/A,14.973,8.542029305,12.68688358,4.5089997,12.82,4.509514637,7.593,False,Basic Materials
PRM,1815262464.0,N/A,27.173912,4.6732965,1.6882766,N/A,3.608,0.74493,7.71102683,N/A,-54.8,-0.37,N/A,-4.877,-2.330033511,-3.041292079,-14.125,49.713,2.887294415,27.213,True,Basic Materials
SCL,1706372096.0,49.907894,18.019003,0.77485585,1.4307538,1.98,1.323,0.60993,5.607731097,-24.74964603,-24.2,1.52,8.27,2.8900001,1.455912531,1.816766949,1.5800001,12.6,2.158021875,12.72,False,Basic Materials
SA,1560646400.0,249.14287,-91.789474,N/A,1.8294346,N/A,2.108,0.57056,N/A,-11.06700273,367.9,0.07,N/A,1.18700005,0.700114814,0.739130334,N/A,N/A,-10.69518868,-105.677,False,Basic Materials
CGAU,1511848704.0,11.360655,11.948276,1.1885238,0.8523985,3.0,3.786,0.01294,10.99925234,N/A,N/A,0.61,0.05,7.982,6.130758705,7.86659623,10.6879994,44.223,31.68734511,2.134,True,Basic Materials
FSM,1538455168.0,N/A,9.092592,1.5488495,1.1258885,N/A,1.513,0.16121,31.82427135,N/A,1206.4,N/A,N/A,0.9980001,0.101037741,0.131386686,0.204,26.938,8.957998913,4.104,False,Basic Materials
NGVT,1455257856.0,N/A,9.789731,0.9398462,5.109098,N/A,1.917,5.49298,8.608592176,N/A,N/A,-11.85,2.38,-86.355,-16.89881477,-20.53589496,-27.855,27.899998,2.462006887,8.349,False,Basic Materials
KRO,1303357824.0,1133.0,11.926316,0.7337487,1.6825066,1.77,3.615,0.57514,0.419912976,N/A,N/A,0.01,-1.98,0.23,0.11060337,0.15225274,0.107,14.733,3.931738813,18.956,False,Basic Materials
GATO,1081085440.0,39.97436,19.012196,N/A,2.8381577,N/A,9.423,0.00057,N/A,N/A,N/A,0.39,N/A,7.5040005,7.08023803,7.412092357,N/A,N/A,5.785105776,-39.114,True,Basic Materials
LOMA,1330951552.0,15.000001,11.0625,0.004177225,0.001669819,11.95,1.22,0.32997,36.28239931,-1.869352101,213.4,0.59,157773.0,17.352,10.64046179,13.92044765,20.844,25.386998,7.169622116,2.831,True,Basic Materials
MATV,978429312.0,N/A,10.981708,0.4955327,1.0895342,2.22,2.464,1.34176,17.18401135,N/A,N/A,-9.32,4.41,-49.565,-10.44370565,-14.82624431,-16.545999,18.648,3.322066341,12.238,True,Basic Materials
OEC,971637376.0,12.518796,7.3348017,0.50756794,1.928199,0.5,1.385,1.89383,13.62043686,55.41008518,-31.4,1.33,0.51,16.176,4.173773987,5.860339795,4.0900003,22.436,0.523328359,6.499,False,Basic Materials
SKE,949030720.0,N/A,N/A,N/A,5.5222015,N/A,2.876,0.10231,N/A,2.542914781,N/A,-1.12,N/A,-77.796,-51.14119148,-63.21952668,N/A,N/A,-10.6088104,-6.147,True,Basic Materials
MTAL,931832000.0,N/A,-83.86666,2.888658,1.8863398,N/A,0.844,0.97725,N/A,N/A,N/A,-3.26,N/A,-53.75,N/A,-10.58122258,-66.482,25.902998,N/A,9.874,False,Basic Materials
EXK,912730560.0,N/A,11.59375,4.112955,2.1248567,N/A,2.024,0.14575,10.37012649,31.6074013,N/A,-0.06,N/A,-3.848,-2.931651818,-3.456284446,-6.525,28.14,-16.50640914,26.174,False,Basic Materials
NEXA,896612032.0,N/A,8.56962,0.34547555,0.90134466,N/A,1.155,1.49182,7.166590029,15.22144487,N/A,-2.02,14.08,-17.331,-5.638454529,-9.276942408,-10.299,15.194,-5.615448283,6.486,False,Basic Materials
DRD,845130624.0,11.275863,14.426471,0.13544412,0.12267101,2.23,1.566,0.00424,7.051742747,N/A,-0.5,0.87,N/A,20.188,N/A,N/A,21.294,29.005,N/A,4.227,False,Basic Materials
VHI,819983296.0,33.697674,8.424418,0.40750587,0.8518518,1.1,3.495,0.40404,0.959240177,N/A,N/A,0.86,N/A,3.987,0.987654321,1.725358045,1.223,16.579,4.759358326,10.139,True,Basic Materials
REX,817050432.0,11.834605,20.488987,1.1378281,1.5140467,N/A,8.07,0.02142,22.28746135,114.9997089,35.0,3.93,2.21,14.649999,10.87446826,13.04215102,9.639,14.473,9.866316229,5.961,False,Basic Materials
WLKP,785994688.0,13.857142,11.930481,0.6617353,1.5156249,8.45,4.679,0.47874,5.351160925,-4.86491339,21.4,1.61,8.73,40.59,4.326684703,14.2028253,4.779,33.43,26.84389942,2.988,False,Basic Materials
ASIX,757043584.0,83.35294,7.102757,0.5062404,1.0138447,2.26,1.387,0.43133,7.277488268,5.086405436,23.3,0.34,1.53,1.114,0.575356058,0.817352927,0.567,7.422,-3.504963456,11.613,False,Basic Materials
ECVT,757028992.0,13.541667,7.4712644,1.0979534,1.0553662,N/A,2.72,1.23656,8.651354601,N/A,-68.2,0.48,0.5,8.089,3.083068495,3.508516462,8.125,28.048,5.17692519,8.293,False,Basic Materials
KOP,749159616.0,10.057851,8.131403,0.35264528,1.4712281,0.77,2.532,2.10871,6.586184548,-7.356082927,8.7,3.63,0.5,16.290002,4.197996652,5.355932203,3.719,20.039,3.465952848,7.263,False,Basic Materials
UAN,739343488.0,14.946581,-11.138535,1.3877192,2.4350762,10.08,3.086,1.85284,18.1300453,N/A,-56.2,4.68,N/A,15.094,5.004354447,8.991437483,9.292,36.754,5.771378341,7.633,False,Basic Materials
SXC,686193216.0,11.027027,11.826087,0.34304515,1.0773699,5.88,2.217,0.74066,11.53926926,103.0543185,4.2,0.74,1.12,10.419,3.774728104,5.595724615,3.115,16.757,5.230990912,4.372,False,Basic Materials
MTUS,656238464.0,12.905984,9.2638035,0.5053431,0.89486784,N/A,3.107,0.03164,13.16577608,N/A,-83.3,1.17,-1.02,7.555,4.821719776,7.213741716,4.212,12.868,19.54575412,4.1,False,Basic Materials
LXU,550766272.0,192.25,13.981818,1.048725,1.0535691,N/A,3.412,0.98673,14.01682044,N/A,-60.6,0.04,-0.62,0.396,0.168995201,0.191967374,0.401,11.104,3.724751281,9.495,False,Basic Materials
RYAM,531754080.0,N/A,22.416664,0.332792,0.704127,N/A,1.686,1.07521,5.158598566,N/A,N/A,-1.25,0.34,-10.391,-3.414276876,-5.030911453,-4.8109997,7.582,1.605154358,6.844,True,Basic Materials
LZM,529755424.0,N/A,-82.0,518.9976,14.4812355,N/A,1.088,0.22244,8.597802282,N/A,N/A,-5.3,N/A,-398.54598,-269.6596,-881.3633388,N/A,24.933,-11.41842755,-1.923,False,Basic Materials
CLW,510103456.0,11.661596,23.234848,0.24113807,0.7749842,N/A,1.734,1.76207,2.750230812,8.270957204,N/A,2.63,29.76,7.164,2.18004494,3.416818088,2.1559998,13.146,9.699543031,7.11,False,Basic Materials
ODC,502901792.0,11.879518,N/A,1.1660869,2.4780984,1.8,3.06,0.27632,9.890302884,13.3049965,-14.7,5.81,N/A,23.143,14.52884733,18.0605759,9.929,28.617,3.760746116,7.355,False,Basic Materials
CPAC,485972256.0,11.137255,43.692307,0.24773192,1.9054009,9.52,1.536,1.20606,10.7474157,29.19156013,-15.2,0.51,1.15,13.144,5.123889514,6.907734544,8.5760005,36.28,5.930078234,7.348,False,Basic Materials
LAC,499840608.0,N/A,-229.0,N/A,0.7508197,N/A,20.145,0.00692,N/A,42.93046686,N/A,-0.12,N/A,-5.3319998,-7.334203942,-5.547782007,N/A,N/A,-176.197744,-4.482,False,Basic Materials
MUX,495944256.0,5.059459,-33.42857,2.6694095,0.9852631,N/A,1.677,0.08531,12.2274462,N/A,N/A,1.85,N/A,16.778,13.99048878,17.44180837,46.625,20.261,-1.474031185,194.742,False,Basic Materials
CMP,468725312.0,N/A,113.4,0.30951223,1.3314548,5.29,2.72,3.1914,4.637900219,-32.94399767,N/A,-2.07,1.39,17.011999,-4.987197393,-6.568811559,-12.467,21.309,-13.81555989,4.972,False,Basic Materials
LAAC,400024000.0,N/A,7.75,N/A,0.4853229,N/A,0.507,0.24567,N/A,N/A,-93.6,-0.02,N/A,-0.215,98.97772599,111.3365105,N/A,N/A,-8.475523489,-10.421,False,Basic Materials
IPI,322474816.0,N/A,-63.89474,1.5829704,0.42443842,N/A,5.478,0.0026,9.104369605,-7.585300268,N/A,-3.8,1.37,-6.88,-6.081504742,-6.960880875,-23.782,13.508001,11.14927429,7.618,False,Basic Materials
MSB,282998400.0,15.9777775,-1.0877458,10.380024,12.793594,5.86,5.613,N/A,-3.910987624,-5.099517551,240.5,1.35,N/A,129.51,73.34823403,83.21250361,78.654,100.0,N/A,N/A,True,Basic Materials
FF,243323392.0,6.10989,6.95,0.71681446,1.1349255,4.32,5.542,0.00086,15.8403087,-5.370125284,N/A,0.91,N/A,15.753001,13.01433946,15.59726879,11.802,11.999,61.3502941,3.433,False,Basic Materials
ODV,185819280.0,N/A,3.7413795,8.5532465,0.33477324,N/A,0.644,0.08454,N/A,-80.11224717,N/A,-1.61,N/A,-28.401,-21.12922871,-28.64784069,N/A,2.619,-41.69239973,-3.866,False,Basic Materials
NMG,165130672.0,N/A,-4.9310346,N/A,1.4005876,N/A,1.848,0.15363,N/A,-8.141778813,N/A,-0.73,N/A,-76.984,-49.01399481,-58.73461489,N/A,N/A,-52.30192646,-1.494,False,Basic Materials
AVD,160327600.0,N/A,14.256411,0.2740413,0.45240033,2.16,2.222,0.66417,6.012251074,-15.11321115,N/A,-0.13,18.97,-0.973,-0.44490489,-0.610600564,-0.601,30.408,-7.936501368,8.545,False,Basic Materials
TSE,158748432.0,N/A,-1.4818481,0.04483786,N/A,0.89,1.652,N/A,7.573769738,N/A,N/A,-12.6,-0.02,N/A,-14.40317276,-21.27953506,-12.617,5.1009998,-5.197124467,17.123,False,Basic Materials
GLT,76436808.0,N/A,4.9411764,0.05848255,0.37110668,N/A,2.21,4.40689,10.88428641,N/A,N/A,-1.55,N/A,-29.001,-4.618076536,-6.459666236,-5.444,11.221,-2.38713508,10.13,False,Basic Materials
DNMR,39055248.0,N/A,-0.69148934,0.9826456,0.16193323,N/A,4.522,1.79068,-0.34456085,-78.79742196,N/A,-1.23,N/A,-45.903,-18.36087931,-19.08188406,N/A,-61.459,-15.9111192,-5.995,False,Basic Materials
EVA,27474308.0,N/A,-0.23641028,0.024293404,0.088653855,N/A,1.416,7.36026,12.48284378,-46.89354935,N/A,-4.87,N/A,-104.135,N/A,-17.00809742,-29.652,14.154,-20.73094071,96.931,False,Basic Materials
CGA,27072106.0,N/A,N/A,0.27105132,0.24225576,N/A,2.216,0.07589,-14.23371716,54.97388536,N/A,-2.02,N/A,-21.410999,-14.40812196,-21.40929255,-27.436,19.186,21.30313276,0.972,False,Basic Materials
